country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","10-10-2025 22:00:00",13.328028,75.797056,OZONE,10,20,13
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","10-10-2025 22:00:00",14.475800,75.905200,PM10,12,73,30
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","10-10-2025 22:00:00",14.475800,75.905200,OZONE,24,25,24
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","10-10-2025 22:00:00",13.428828,77.731418,NH3,NA,NA,NA
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","10-10-2025 22:00:00",13.428828,77.731418,SO2,NA,NA,NA
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","10-10-2025 22:00:00",17.336318,76.847397,NO2,13,17,14
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","10-10-2025 22:00:00",12.938539,77.590100,SO2,6,17,12
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","10-10-2025 22:00:00",14.816666,74.141003,CO,10,10,10
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","10-10-2025 22:00:00",12.415911,75.735050,PM2.5,2,49,24
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","10-10-2025 22:00:00",12.889250,74.853000,NH3,NA,NA,NA
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","10-10-2025 22:00:00",12.21041,76.37376,CO,4,33,16
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","10-10-2025 22:00:00",12.733409,77.298051,OZONE,15,15,15
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","10-10-2025 22:00:00",8.563700,76.886500,OZONE,36,37,36
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","10-10-2025 22:00:00",8.5149093,76.9435879,PM2.5,NA,NA,NA
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","10-10-2025 22:00:00",13.940000,75.555917,NO2,7,22,16
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","10-10-2025 22:00:00",13.940000,75.555917,CO,14,25,20
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","10-10-2025 22:00:00",12.889250,74.853000,SO2,NA,NA,NA
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","10-10-2025 22:00:00",12.889250,74.853000,OZONE,NA,NA,NA
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","10-10-2025 22:00:00",8.8787,76.6073,NO2,NA,NA,NA
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","10-10-2025 22:00:00",8.8787,76.6073,OZONE,NA,NA,NA
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","10-10-2025 22:00:00",16.7602,77.1428,PM2.5,11,60,34
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","10-10-2025 22:00:00",10.073232,76.302765,PM10,44,84,59
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","10-10-2025 22:00:00",10.073232,76.302765,SO2,1,1,1
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","10-10-2025 22:00:00",26.259242,78.216432,OZONE,NA,NA,NA
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","10-10-2025 22:00:00",26.200388,78.147714,PM2.5,78,213,107
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","10-10-2025 22:00:00",26.200388,78.147714,CO,6,104,69
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","10-10-2025 22:00:00",22.4310,75.5213,PM10,137,280,192
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","10-10-2025 22:00:00",23.264759,77.381568,SO2,10,12,11
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","10-10-2025 22:00:00",23.210494,77.425409,PM10,110,173,141
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","10-10-2025 22:00:00",23.233584,77.400574,NH3,5,5,5
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","10-10-2025 22:00:00",22.6780,75.8559,PM2.5,NA,NA,NA
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","10-10-2025 22:00:00",22.7084,75.8815,PM10,45,172,130
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","10-10-2025 22:00:00",22.7084,75.8815,CO,14,19,15
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","10-10-2025 22:00:00",22.4310,75.5213,SO2,11,43,17
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","10-10-2025 22:00:00",22.4310,75.5213,OZONE,8,89,51
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","10-10-2025 22:00:00",23.81748678,79.446246,PM10,115,182,152
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","10-10-2025 22:00:00",26.259242,78.216432,PM2.5,NA,NA,NA
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","10-10-2025 22:00:00",26.259242,78.216432,NO2,NA,NA,NA
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","10-10-2025 22:00:00",10.532400,76.215900,CO,13,31,20
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","10-10-2025 22:00:00",22.7524,75.8872,NH3,1,4,1
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","10-10-2025 22:00:00",20.9402359,77.7895248,OZONE,11,69,51
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","10-10-2025 22:00:00",20.939198,77.765701,CO,27,98,34
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","10-10-2025 22:00:00",19.875620,75.387310,PM10,NA,NA,NA
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","10-10-2025 22:00:00",19.8389439,75.244448,NO2,15,24,19
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","10-10-2025 22:00:00",23.50016,80.23284,CO,34,40,36
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","10-10-2025 22:00:00",24.2613009,80.7231783,SO2,6,6,6
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","10-10-2025 22:00:00",23.108440,77.511428,NH3,NA,NA,NA
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","10-10-2025 22:00:00",23.108440,77.511428,CO,16,74,39
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","10-10-2025 22:00:00",24.58434363,80.8549414,NO2,27,135,40
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","10-10-2025 22:00:00",24.58434363,80.8549414,SO2,18,20,19
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","10-10-2025 22:00:00",24.58434363,80.8549414,CO,18,38,24
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","10-10-2025 22:00:00",24.108970,82.645580,CO,12,14,13
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","10-10-2025 22:00:00",23.331731,75.045981,PM2.5,93,300,157
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","10-10-2025 22:00:00",23.838586,78.759431,OZONE,26,55,43
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","10-10-2025 22:00:00",24.58434363,80.8549414,PM2.5,42,45,44
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","10-10-2025 22:00:00",19.10122,74.73339,NO2,18,30,22
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","10-10-2025 22:00:00",20.719516,77.000253,PM2.5,48,71,60
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","10-10-2025 22:00:00",23.50016,80.23284,PM10,85,169,137
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","10-10-2025 22:00:00",23.50016,80.23284,NH3,3,3,3
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","10-10-2025 22:00:00",23.163174,79.973061,CO,38,43,40
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","10-10-2025 22:00:00",23.218135,79.957770,OZONE,13,79,46
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","10-10-2025 22:00:00",23.218135,79.957770,PM2.5,44,72,54
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","10-10-2025 22:00:00",19.9775302,79.2337086,PM2.5,61,74,71
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","10-10-2025 22:00:00",19.9775302,79.2337086,CO,34,45,41
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","10-10-2025 22:00:00",20.918946,74.776388,PM2.5,NA,NA,NA
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","10-10-2025 22:00:00",20.918946,74.776388,NO2,NA,NA,NA
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","10-10-2025 22:00:00",20.918946,74.776388,CO,NA,NA,NA
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","10-10-2025 22:00:00",21.001264,75.565602,NO2,6,36,18
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","10-10-2025 22:00:00",21.001264,75.565602,OZONE,9,60,44
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","10-10-2025 22:00:00",19.854616,75.905894,PM2.5,23,87,44
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","10-10-2025 22:00:00",19.854616,75.905894,PM10,95,139,111
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","10-10-2025 22:00:00",16.6870449,74.2505872,PM2.5,37,164,80
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","10-10-2025 22:00:00",16.6870449,74.2505872,PM10,5,166,85
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","10-10-2025 22:00:00",19.11074,72.86084,PM2.5,14,135,86
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","10-10-2025 22:00:00",19.11074,72.86084,CO,15,59,31
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","10-10-2025 22:00:00",19.0364585,72.8954371,PM10,108,140,125
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","10-10-2025 22:00:00",19.0364585,72.8954371,CO,16,60,33
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","10-10-2025 22:00:00",19.10078,72.87462,PM2.5,52,72,60
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","10-10-2025 22:00:00",19.10078,72.87462,NO2,37,46,41
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","10-10-2025 22:00:00",20.555712,74.529236,NH3,1,6,2
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","10-10-2025 22:00:00",20.555712,74.529236,SO2,5,14,7
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","10-10-2025 22:00:00",20.555712,74.529236,CO,14,48,32
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","10-10-2025 22:00:00",19.296481,72.840923,NO2,12,87,56
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","10-10-2025 22:00:00",16.7143745,74.2426398,NH3,NA,NA,NA
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","10-10-2025 22:00:00",18.39963,76.57452,PM2.5,2,210,70
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","10-10-2025 22:00:00",18.39963,76.57452,PM10,9,120,94
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","10-10-2025 22:00:00",19.053536,72.84643,NO2,49,93,64
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","10-10-2025 22:00:00",19.065931,72.862131,PM2.5,80,133,106
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","10-10-2025 22:00:00",19.23241,72.86895,NH3,4,6,5
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","10-10-2025 22:00:00",19.2243333,72.8658113,NO2,1,16,6
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","10-10-2025 22:00:00",19.0243902,73.0406721,PM2.5,67,168,117
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","10-10-2025 22:00:00",19.0243902,73.0406721,NH3,3,10,6
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","10-10-2025 22:00:00",18.39963,76.57452,NO2,7,25,12
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","10-10-2025 22:00:00",19.786089,72.757971,NO2,6,18,10
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","10-10-2025 22:00:00",19.10078,72.87462,OZONE,7,7,7
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","10-10-2025 22:00:00",18.910000,72.820000,PM10,95,161,115
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","10-10-2025 22:00:00",18.910000,72.820000,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","10-10-2025 22:00:00",19.205800,72.868200,PM2.5,71,234,151
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","10-10-2025 22:00:00",19.205800,72.868200,NH3,1,1,1
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","10-10-2025 22:00:00",19.215859,72.831718,PM10,66,110,91
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","10-10-2025 22:00:00",19.1750,72.9419,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","10-10-2025 22:00:00",18.897756,72.813320,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","10-10-2025 22:00:00",18.897756,72.813320,OZONE,9,90,74
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","10-10-2025 22:00:00",18.96702,72.84214,PM2.5,82,160,133
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","10-10-2025 22:00:00",19.1878657,72.8304069,SO2,14,16,15
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","10-10-2025 22:00:00",19.1653323,72.922099,CO,14,58,48
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","10-10-2025 22:00:00",19.0863,72.8888,PM2.5,84,232,113
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","10-10-2025 22:00:00",19.19709,72.82204,PM2.5,39,158,91
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","10-10-2025 22:00:00",19.19709,72.82204,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","10-10-2025 22:00:00",19.19709,72.82204,OZONE,5,99,77
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","10-10-2025 22:00:00",19.04946,72.9230,PM2.5,85,171,114
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","10-10-2025 22:00:00",19.04946,72.9230,PM10,131,243,172
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","10-10-2025 22:00:00",19.04946,72.9230,NO2,10,70,26
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","10-10-2025 22:00:00",19.04946,72.9230,NH3,9,20,14
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","10-10-2025 22:00:00",19.083694,72.920967,NO2,20,60,35
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","10-10-2025 22:00:00",19.000084,72.856730,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","10-10-2025 22:00:00",19.000084,72.856730,CO,3,44,8
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","10-10-2025 22:00:00",19.060498,72.923356,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","10-10-2025 22:00:00",19.060498,72.923356,CO,2,31,16
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","10-10-2025 22:00:00",19.000083,72.813993,CO,11,78,32
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","10-10-2025 22:00:00",19.047000,72.874600,PM10,115,168,134
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","10-10-2025 22:00:00",19.047000,72.874600,NO2,15,21,17
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","10-10-2025 22:00:00",20.021503,73.813844,PM10,83,264,172
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","10-10-2025 22:00:00",20.021503,73.813844,OZONE,1,73,41
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","10-10-2025 22:00:00",19.950220,73.731480,NO2,8,31,17
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","10-10-2025 22:00:00",19.383200,72.820400,OZONE,10,26,20
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","10-10-2025 22:00:00",19.10861,72.83622,NO2,6,30,23
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","10-10-2025 22:00:00",21.121801,79.04952,PM2.5,47,97,71
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","10-10-2025 22:00:00",21.14472,79.107595,NO2,14,44,26
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","10-10-2025 22:00:00",21.152875,79.0517531,OZONE,12,43,32
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","10-10-2025 22:00:00",20.0073285,73.7762427,SO2,1,4,3
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","10-10-2025 22:00:00",18.9936162,72.8128113,PM10,107,128,118
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","10-10-2025 22:00:00",18.9936162,72.8128113,CO,4,18,14
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","10-10-2025 22:00:00",19.0575752,73.0151367,PM2.5,71,178,130
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","10-10-2025 22:00:00",19.0575752,73.0151367,SO2,15,31,19
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","10-10-2025 22:00:00",19.0575752,73.0151367,CO,8,70,37
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","10-10-2025 22:00:00",19.02579,73.10297,NO2,29,93,54
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","10-10-2025 22:00:00",18.605770,73.749976,OZONE,3,54,43
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","10-10-2025 22:00:00",18.501793,73.927532,PM2.5,48,70,58
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","10-10-2025 22:00:00",18.454450,73.854155,NH3,1,6,4
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","10-10-2025 22:00:00",18.454450,73.854155,CO,23,100,56
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","10-10-2025 22:00:00"," 16.5038",74.3623,NH3,1,4,3
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","10-10-2025 22:00:00",17.6336264,75.9132495,PM2.5,67,144,101
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","10-10-2025 22:00:00",17.6336264,75.9132495,NO2,5,63,16
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","10-10-2025 22:00:00",18.536457,73.805454,PM10,77,134,103
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","10-10-2025 22:00:00",18.536457,73.805454,OZONE,4,192,107
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","10-10-2025 22:00:00",18.547056,73.826908,NO2,NA,NA,NA
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","10-10-2025 22:00:00",19.9591346,73.7788008,PM10,91,151,120
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","10-10-2025 22:00:00",19.9591346,73.7788008,NO2,3,11,6
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","10-10-2025 22:00:00",19.9591346,73.7788008,OZONE,7,54,35
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","10-10-2025 22:00:00",19.1135051,73.008978,PM2.5,17,23,19
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","10-10-2025 22:00:00",19.1135051,73.008978,PM10,103,141,115
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","10-10-2025 22:00:00",18.59051,73.77946,PM2.5,140,261,183
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","10-10-2025 22:00:00",19.0630,73.1209,NO2,11,38,22
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","10-10-2025 22:00:00",19.265594,76.761463,CO,8,16,12
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","10-10-2025 22:00:00",20.34652,85.81630,NO2,12,25,16
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","10-10-2025 22:00:00",20.34652,85.81630,NH3,8,18,12
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","10-10-2025 22:00:00",20.34652,85.81630,CO,36,52,42
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","10-10-2025 22:00:00",22.06156703,85.47409613,PM2.5,7,261,136
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","10-10-2025 22:00:00",22.06156703,85.47409613,PM10,13,366,182
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","10-10-2025 22:00:00",22.06156703,85.47409613,SO2,38,114,57
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","10-10-2025 22:00:00",19.222279,72.957979,CO,40,62,51
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","10-10-2025 22:00:00",19.235581,73.159121,PM2.5,68,325,101
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","10-10-2025 22:00:00",19.235581,73.159121,NO2,13,39,24
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB","10-10-2025 22:00:00",25.5803419,91.8942571,PM10,NA,NA,NA
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","10-10-2025 22:00:00",22.1166054,85.3945546,CO,20,46,34
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","10-10-2025 22:00:00",21.941841,86.728318,OZONE,5,41,28
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","10-10-2025 22:00:00",20.240790,85.836784,NH3,4,5,5
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","10-10-2025 22:00:00",20.240790,85.836784,CO,36,78,54
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","10-10-2025 22:00:00",20.94185,86.11510,CO,1,44,21
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","10-10-2025 22:00:00","20.48891     ","85.84768     ",SO2,4,13,7
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","10-10-2025 22:00:00",21.643900,85.599355,NO2,17,30,24
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","10-10-2025 22:00:00",21.643900,85.599355,NH3,10,18,14
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","10-10-2025 22:00:00",25.6635413,94.0989878,NO2,3,4,3
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","10-10-2025 22:00:00",20.832874,85.104082,PM10,62,140,102
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","10-10-2025 22:00:00",20.832874,85.104082,CO,30,88,53
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","10-10-2025 22:00:00",21.51161,86.89088,NO2,NA,NA,NA
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","10-10-2025 22:00:00",21.51161,86.89088,CO,23,32,29
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","10-10-2025 22:00:00",22.1166054,85.3945546,SO2,7,13,9
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","10-10-2025 22:00:00",17.65439,75.90649,NH3,2,19,4
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","10-10-2025 22:00:00",17.65439,75.90649,CO,10,106,36
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","10-10-2025 22:00:00",25.5586,91.8985,NO2,NA,NA,NA
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","10-10-2025 22:00:00",21.847279,85.416905,SO2,7,12,10
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","10-10-2025 22:00:00",25.106006,76.469948,PM10,115,175,140
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","10-10-2025 22:00:00",25.106006,76.469948,NH3,6,9,8
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","10-10-2025 22:00:00",25.106006,76.469948,OZONE,1,98,57
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","10-10-2025 22:00:00",25.747299,71.393989,NH3,1,5,3
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","10-10-2025 22:00:00",27.215415,77.50873,NO2,10,29,19
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","10-10-2025 22:00:00",27.215415,77.50873,SO2,2,12,6
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","10-10-2025 22:00:00",27.215415,77.50873,CO,14,36,24
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","10-10-2025 22:00:00",28.194909,76.862296,NH3,8,22,14
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","10-10-2025 22:00:00",28.194909,76.862296,OZONE,7,53,28
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","10-10-2025 22:00:00",28.207266,76.829265,PM10,131,340,200
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","10-10-2025 22:00:00",28.207266,76.829265,NO2,14,124,44
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","10-10-2025 22:00:00",28.207266,76.829265,SO2,3,14,7
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","10-10-2025 22:00:00",28.018792,73.292658,PM10,144,500,244
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","10-10-2025 22:00:00",31.321907,75.578914,PM2.5,20,84,59
