value,parameter.name,parameter.units,period.datetimeFrom.utc
125.0,pm25,µg/m³,2016-02-19T10:05:00Z
108.0,pm25,µg/m³,2016-02-19T10:25:00Z
108.0,pm25,µg/m³,2016-02-19T10:45:00Z
108.0,pm25,µg/m³,2016-02-19T11:05:00Z
130.0,pm25,µg/m³,2016-02-19T11:45:00Z
130.0,pm25,µg/m³,2016-02-19T12:05:00Z
125.0,pm25,µg/m³,2016-02-19T12:25:00Z
125.0,pm25,µg/m³,2016-02-19T12:45:00Z
125.0,pm25,µg/m³,2016-02-19T13:05:00Z
158.0,pm25,µg/m³,2016-02-19T13:25:00Z
158.0,pm25,µg/m³,2016-02-19T13:45:00Z
158.0,pm25,µg/m³,2016-02-19T14:05:00Z
156.0,pm25,µg/m³,2016-02-19T14:25:00Z
156.0,pm25,µg/m³,2016-02-19T14:45:00Z
156.0,pm25,µg/m³,2016-02-19T15:05:00Z
188.0,pm25,µg/m³,2016-02-19T15:25:00Z
188.0,pm25,µg/m³,2016-02-19T15:45:00Z
188.0,pm25,µg/m³,2016-02-19T16:05:00Z
206.0,pm25,µg/m³,2016-02-19T16:25:00Z
206.0,pm25,µg/m³,2016-02-19T16:45:00Z
206.0,pm25,µg/m³,2016-02-19T17:05:00Z
235.0,pm25,µg/m³,2016-02-19T17:25:00Z
235.0,pm25,µg/m³,2016-02-19T17:45:00Z
235.0,pm25,µg/m³,2016-02-19T18:05:00Z
228.0,pm25,µg/m³,2016-02-19T18:25:00Z
228.0,pm25,µg/m³,2016-02-19T18:45:00Z
228.0,pm25,µg/m³,2016-02-19T19:05:00Z
244.0,pm25,µg/m³,2016-02-19T19:25:00Z
244.0,pm25,µg/m³,2016-02-19T19:45:00Z
244.0,pm25,µg/m³,2016-02-19T20:05:00Z
193.0,pm25,µg/m³,2016-02-19T20:25:00Z
193.0,pm25,µg/m³,2016-02-19T20:45:00Z
193.0,pm25,µg/m³,2016-02-19T21:05:00Z
197.0,pm25,µg/m³,2016-02-19T21:25:00Z
197.0,pm25,µg/m³,2016-02-19T21:45:00Z
197.0,pm25,µg/m³,2016-02-19T22:05:00Z
177.0,pm25,µg/m³,2016-02-19T22:25:00Z
177.0,pm25,µg/m³,2016-02-19T22:45:00Z
177.0,pm25,µg/m³,2016-02-19T22:55:00Z
179.0,pm25,µg/m³,2016-02-19T23:25:00Z
179.0,pm25,µg/m³,2016-02-19T23:45:00Z
179.0,pm25,µg/m³,2016-02-20T00:05:00Z
169.0,pm25,µg/m³,2016-02-20T00:25:00Z
169.0,pm25,µg/m³,2016-02-20T00:35:00Z
169.0,pm25,µg/m³,2016-02-20T01:05:00Z
128.0,pm25,µg/m³,2016-02-20T01:25:00Z
128.0,pm25,µg/m³,2016-02-20T01:45:00Z
128.0,pm25,µg/m³,2016-02-20T02:05:00Z
165.0,pm25,µg/m³,2016-02-20T02:25:00Z
165.0,pm25,µg/m³,2016-02-20T02:45:00Z
165.0,pm25,µg/m³,2016-02-20T03:05:00Z
161.0,pm25,µg/m³,2016-02-20T03:25:00Z
161.0,pm25,µg/m³,2016-02-20T03:45:00Z
161.0,pm25,µg/m³,2016-02-20T04:05:00Z
90.0,pm25,µg/m³,2016-02-20T04:25:00Z
90.0,pm25,µg/m³,2016-02-20T04:45:00Z
90.0,pm25,µg/m³,2016-02-20T05:05:00Z
83.0,pm25,µg/m³,2016-02-20T05:25:00Z
83.0,pm25,µg/m³,2016-02-20T05:45:00Z
83.0,pm25,µg/m³,2016-02-20T06:05:00Z
66.0,pm25,µg/m³,2016-02-20T07:25:00Z
66.0,pm25,µg/m³,2016-02-20T07:45:00Z
66.0,pm25,µg/m³,2016-02-20T08:05:00Z
54.0,pm25,µg/m³,2016-02-20T08:25:00Z
54.0,pm25,µg/m³,2016-02-20T08:45:00Z
54.0,pm25,µg/m³,2016-02-20T09:05:00Z
17.0,pm25,µg/m³,2016-02-20T10:25:00Z
17.0,pm25,µg/m³,2016-02-20T10:30:00Z
17.0,pm25,µg/m³,2016-02-20T11:05:00Z
108.0,pm25,µg/m³,2016-02-20T11:25:00Z
108.0,pm25,µg/m³,2016-02-20T11:45:00Z
108.0,pm25,µg/m³,2016-02-20T12:05:00Z
69.0,pm25,µg/m³,2016-02-20T12:25:00Z
69.0,pm25,µg/m³,2016-02-20T12:45:00Z
69.0,pm25,µg/m³,2016-02-20T13:05:00Z
69.0,pm25,µg/m³,2016-02-20T13:25:00Z
69.0,pm25,µg/m³,2016-02-20T13:45:00Z
69.0,pm25,µg/m³,2016-02-20T14:05:00Z
71.0,pm25,µg/m³,2016-02-20T14:25:00Z
71.0,pm25,µg/m³,2016-02-20T14:45:00Z
71.0,pm25,µg/m³,2016-02-20T15:05:00Z
81.0,pm25,µg/m³,2016-02-20T15:25:00Z
81.0,pm25,µg/m³,2016-02-20T15:30:00Z
81.0,pm25,µg/m³,2016-02-20T16:05:00Z
86.0,pm25,µg/m³,2016-02-20T16:25:00Z
86.0,pm25,µg/m³,2016-02-20T16:45:00Z
86.0,pm25,µg/m³,2016-02-20T17:05:00Z
79.0,pm25,µg/m³,2016-02-20T17:25:00Z
79.0,pm25,µg/m³,2016-02-20T17:45:00Z
79.0,pm25,µg/m³,2016-02-20T18:05:00Z
55.0,pm25,µg/m³,2016-02-20T18:25:00Z
55.0,pm25,µg/m³,2016-02-20T18:45:00Z
55.0,pm25,µg/m³,2016-02-20T19:05:00Z
77.0,pm25,µg/m³,2016-02-20T19:25:00Z
77.0,pm25,µg/m³,2016-02-20T19:45:00Z
77.0,pm25,µg/m³,2016-02-20T20:05:00Z
63.0,pm25,µg/m³,2016-02-20T20:25:00Z
63.0,pm25,µg/m³,2016-02-20T20:45:00Z
63.0,pm25,µg/m³,2016-02-20T21:05:00Z
65.0,pm25,µg/m³,2016-02-20T21:25:00Z
65.0,pm25,µg/m³,2016-02-20T21:45:00Z
65.0,pm25,µg/m³,2016-02-20T22:05:00Z
62.0,pm25,µg/m³,2016-02-20T22:25:00Z
62.0,pm25,µg/m³,2016-02-20T22:45:00Z
62.0,pm25,µg/m³,2016-02-20T23:05:00Z
66.0,pm25,µg/m³,2016-02-20T23:25:00Z
66.0,pm25,µg/m³,2016-02-20T23:45:00Z
66.0,pm25,µg/m³,2016-02-21T00:05:00Z
65.0,pm25,µg/m³,2016-02-21T00:25:00Z
65.0,pm25,µg/m³,2016-02-21T00:45:00Z
65.0,pm25,µg/m³,2016-02-21T01:05:00Z
57.0,pm25,µg/m³,2016-02-21T01:20:00Z
57.0,pm25,µg/m³,2016-02-21T01:45:00Z
57.0,pm25,µg/m³,2016-02-21T02:05:00Z
61.0,pm25,µg/m³,2016-02-21T02:25:00Z
61.0,pm25,µg/m³,2016-02-21T02:45:00Z
61.0,pm25,µg/m³,2016-02-21T03:05:00Z
75.0,pm25,µg/m³,2016-02-21T03:25:00Z
75.0,pm25,µg/m³,2016-02-21T03:45:00Z
75.0,pm25,µg/m³,2016-02-21T04:05:00Z
69.0,pm25,µg/m³,2016-02-21T04:25:00Z
69.0,pm25,µg/m³,2016-02-21T04:45:00Z
69.0,pm25,µg/m³,2016-02-21T05:05:00Z
59.0,pm25,µg/m³,2016-02-21T05:25:00Z
59.0,pm25,µg/m³,2016-02-21T05:45:00Z
59.0,pm25,µg/m³,2016-02-21T06:05:00Z
50.0,pm25,µg/m³,2016-02-21T06:25:00Z
50.0,pm25,µg/m³,2016-02-21T06:45:00Z
50.0,pm25,µg/m³,2016-02-21T07:05:00Z
41.0,pm25,µg/m³,2016-02-21T08:25:00Z
41.0,pm25,µg/m³,2016-02-21T09:05:00Z
38.0,pm25,µg/m³,2016-02-21T09:25:00Z
38.0,pm25,µg/m³,2016-02-21T09:45:00Z
38.0,pm25,µg/m³,2016-02-21T10:05:00Z
28.0,pm25,µg/m³,2016-02-21T10:25:00Z
28.0,pm25,µg/m³,2016-02-21T10:45:00Z
28.0,pm25,µg/m³,2016-02-21T11:05:00Z
49.0,pm25,µg/m³,2016-02-21T11:25:00Z
49.0,pm25,µg/m³,2016-02-21T11:45:00Z
49.0,pm25,µg/m³,2016-02-21T12:05:00Z
47.0,pm25,µg/m³,2016-02-21T12:25:00Z
47.0,pm25,µg/m³,2016-02-21T12:45:00Z
47.0,pm25,µg/m³,2016-02-21T13:05:00Z
42.0,pm25,µg/m³,2016-02-21T13:25:00Z
42.0,pm25,µg/m³,2016-02-21T13:45:00Z
42.0,pm25,µg/m³,2016-02-21T14:00:00Z
54.0,pm25,µg/m³,2016-02-21T14:25:00Z
54.0,pm25,µg/m³,2016-02-21T14:45:00Z
54.0,pm25,µg/m³,2016-02-21T15:00:00Z
46.0,pm25,µg/m³,2016-02-21T15:20:00Z
46.0,pm25,µg/m³,2016-02-21T15:40:00Z
46.0,pm25,µg/m³,2016-02-21T16:05:00Z
62.0,pm25,µg/m³,2016-02-21T16:20:00Z
62.0,pm25,µg/m³,2016-02-21T16:40:00Z
62.0,pm25,µg/m³,2016-02-21T17:05:00Z
48.0,pm25,µg/m³,2016-02-21T17:25:00Z
48.0,pm25,µg/m³,2016-02-21T17:40:00Z
48.0,pm25,µg/m³,2016-02-21T18:05:00Z
47.0,pm25,µg/m³,2016-02-21T18:20:00Z
47.0,pm25,µg/m³,2016-02-21T18:40:00Z
47.0,pm25,µg/m³,2016-02-21T19:00:00Z
84.0,pm25,µg/m³,2016-02-21T19:20:00Z
84.0,pm25,µg/m³,2016-02-21T19:40:00Z
84.0,pm25,µg/m³,2016-02-21T20:00:00Z
83.0,pm25,µg/m³,2016-02-21T20:25:00Z
83.0,pm25,µg/m³,2016-02-21T20:40:00Z
83.0,pm25,µg/m³,2016-02-21T21:05:00Z
65.0,pm25,µg/m³,2016-02-21T21:20:00Z
65.0,pm25,µg/m³,2016-02-21T21:40:00Z
65.0,pm25,µg/m³,2016-02-21T22:05:00Z
80.0,pm25,µg/m³,2016-02-21T22:20:00Z
80.0,pm25,µg/m³,2016-02-21T22:40:00Z
80.0,pm25,µg/m³,2016-02-21T23:00:00Z
72.0,pm25,µg/m³,2016-02-21T23:20:00Z
72.0,pm25,µg/m³,2016-02-21T23:40:00Z
72.0,pm25,µg/m³,2016-02-22T00:05:00Z
72.0,pm25,µg/m³,2016-02-22T00:20:00Z
72.0,pm25,µg/m³,2016-02-22T00:40:00Z
72.0,pm25,µg/m³,2016-02-22T01:05:00Z
83.0,pm25,µg/m³,2016-02-22T01:20:00Z
83.0,pm25,µg/m³,2016-02-22T01:40:00Z
83.0,pm25,µg/m³,2016-02-22T02:00:00Z
83.0,pm25,µg/m³,2016-02-22T02:10:00Z
90.0,pm25,µg/m³,2016-02-22T02:40:00Z
90.0,pm25,µg/m³,2016-02-22T03:05:00Z
134.0,pm25,µg/m³,2016-02-22T03:20:00Z
134.0,pm25,µg/m³,2016-02-22T03:40:00Z
134.0,pm25,µg/m³,2016-02-22T04:05:00Z
137.0,pm25,µg/m³,2016-02-22T04:20:00Z
137.0,pm25,µg/m³,2016-02-22T08:20:00Z
137.0,pm25,µg/m³,2016-02-22T08:40:00Z
137.0,pm25,µg/m³,2016-02-22T09:00:00Z
65.0,pm25,µg/m³,2016-02-22T09:25:00Z
65.0,pm25,µg/m³,2016-02-22T09:40:00Z
65.0,pm25,µg/m³,2016-02-22T10:00:00Z
52.0,pm25,µg/m³,2016-02-22T11:20:00Z
52.0,pm25,µg/m³,2016-02-22T11:40:00Z
52.0,pm25,µg/m³,2016-02-22T12:05:00Z
69.0,pm25,µg/m³,2016-02-22T12:25:00Z
69.0,pm25,µg/m³,2016-02-22T12:40:00Z
69.0,pm25,µg/m³,2016-02-22T13:05:00Z
51.0,pm25,µg/m³,2016-02-22T13:20:00Z
51.0,pm25,µg/m³,2016-02-22T13:40:00Z
51.0,pm25,µg/m³,2016-02-22T14:05:00Z
61.0,pm25,µg/m³,2016-02-22T14:20:00Z
61.0,pm25,µg/m³,2016-02-22T14:30:00Z
118.0,pm25,µg/m³,2016-02-22T16:45:00Z
90.0,pm25,µg/m³,2016-02-22T19:05:00Z
165.0,pm25,µg/m³,2016-02-22T21:35:00Z
76.0,pm25,µg/m³,2016-02-23T00:05:00Z
59.0,pm25,µg/m³,2016-02-23T02:35:00Z
67.0,pm25,µg/m³,2016-02-23T05:15:00Z
66.0,pm25,µg/m³,2016-02-23T06:40:00Z
66.0,pm25,µg/m³,2016-02-23T07:00:00Z
69.0,pm25,µg/m³,2016-02-23T07:20:00Z
69.0,pm25,µg/m³,2016-02-23T07:40:00Z
69.0,pm25,µg/m³,2016-02-23T08:05:00Z
42.0,pm25,µg/m³,2016-02-23T08:20:00Z
42.0,pm25,µg/m³,2016-02-23T08:40:00Z
42.0,pm25,µg/m³,2016-02-23T08:45:00Z
42.0,pm25,µg/m³,2016-02-23T09:05:00Z
38.0,pm25,µg/m³,2016-02-23T09:20:00Z
38.0,pm25,µg/m³,2016-02-23T09:40:00Z
38.0,pm25,µg/m³,2016-02-23T10:05:00Z
41.0,pm25,µg/m³,2016-02-23T10:20:00Z
41.0,pm25,µg/m³,2016-02-23T10:40:00Z
41.0,pm25,µg/m³,2016-02-23T11:05:00Z
49.0,pm25,µg/m³,2016-02-23T11:20:00Z
49.0,pm25,µg/m³,2016-02-23T11:40:00Z
49.0,pm25,µg/m³,2016-02-23T12:05:00Z
19.0,pm25,µg/m³,2016-02-23T12:20:00Z
19.0,pm25,µg/m³,2016-02-23T12:40:00Z
19.0,pm25,µg/m³,2016-02-23T13:05:00Z
56.0,pm25,µg/m³,2016-02-23T13:20:00Z
176.0,pm25,µg/m³,2016-02-23T14:40:00Z
126.0,pm25,µg/m³,2016-02-23T21:45:00Z
126.0,pm25,µg/m³,2016-02-23T22:05:00Z
113.0,pm25,µg/m³,2016-02-23T22:25:00Z
113.0,pm25,µg/m³,2016-02-23T22:40:00Z
113.0,pm25,µg/m³,2016-02-23T23:05:00Z
104.0,pm25,µg/m³,2016-02-23T23:20:00Z
104.0,pm25,µg/m³,2016-02-23T23:40:00Z
104.0,pm25,µg/m³,2016-02-24T00:00:00Z
102.0,pm25,µg/m³,2016-02-24T00:25:00Z
102.0,pm25,µg/m³,2016-02-24T00:40:00Z
102.0,pm25,µg/m³,2016-02-24T01:05:00Z
108.0,pm25,µg/m³,2016-02-24T01:25:00Z
108.0,pm25,µg/m³,2016-02-24T01:40:00Z
108.0,pm25,µg/m³,2016-02-24T02:05:00Z
249.0,pm25,µg/m³,2016-02-24T04:25:00Z
249.0,pm25,µg/m³,2016-02-24T04:45:00Z
249.0,pm25,µg/m³,2016-02-24T05:05:00Z
234.0,pm25,µg/m³,2016-02-24T05:20:00Z
234.0,pm25,µg/m³,2016-02-24T05:40:00Z
234.0,pm25,µg/m³,2016-02-24T06:00:00Z
138.0,pm25,µg/m³,2016-02-24T06:20:00Z
138.0,pm25,µg/m³,2016-02-24T06:40:00Z
138.0,pm25,µg/m³,2016-02-24T07:05:00Z
171.0,pm25,µg/m³,2016-02-24T07:25:00Z
171.0,pm25,µg/m³,2016-02-24T07:40:00Z
171.0,pm25,µg/m³,2016-02-24T08:05:00Z
139.0,pm25,µg/m³,2016-02-24T08:20:00Z
139.0,pm25,µg/m³,2016-02-24T08:40:00Z
139.0,pm25,µg/m³,2016-02-24T09:05:00Z
108.0,pm25,µg/m³,2016-02-24T09:20:00Z
108.0,pm25,µg/m³,2016-02-24T09:40:00Z
108.0,pm25,µg/m³,2016-02-24T10:00:00Z
187.0,pm25,µg/m³,2016-02-24T10:40:00Z
187.0,pm25,µg/m³,2016-02-24T11:05:00Z
64.0,pm25,µg/m³,2016-02-24T11:20:00Z
64.0,pm25,µg/m³,2016-02-24T11:40:00Z
64.0,pm25,µg/m³,2016-02-24T12:05:00Z
76.0,pm25,µg/m³,2016-02-24T12:20:00Z
76.0,pm25,µg/m³,2016-02-24T12:40:00Z
76.0,pm25,µg/m³,2016-02-24T13:00:00Z
81.0,pm25,µg/m³,2016-02-24T13:20:00Z
81.0,pm25,µg/m³,2016-02-24T13:40:00Z
81.0,pm25,µg/m³,2016-02-24T14:05:00Z
137.0,pm25,µg/m³,2016-02-24T23:25:00Z
137.0,pm25,µg/m³,2016-02-24T23:45:00Z
137.0,pm25,µg/m³,2016-02-25T00:05:00Z
139.0,pm25,µg/m³,2016-02-25T00:20:00Z
139.0,pm25,µg/m³,2016-02-25T00:40:00Z
139.0,pm25,µg/m³,2016-02-25T01:05:00Z
129.0,pm25,µg/m³,2016-02-25T01:25:00Z
129.0,pm25,µg/m³,2016-02-25T01:40:00Z
129.0,pm25,µg/m³,2016-02-25T02:05:00Z
137.0,pm25,µg/m³,2016-02-25T02:20:00Z
137.0,pm25,µg/m³,2016-02-25T02:40:00Z
137.0,pm25,µg/m³,2016-02-25T03:05:00Z
134.0,pm25,µg/m³,2016-02-25T03:20:00Z
134.0,pm25,µg/m³,2016-02-25T03:40:00Z
133.0,pm25,µg/m³,2016-02-25T04:20:00Z
133.0,pm25,µg/m³,2016-02-25T04:45:00Z
133.0,pm25,µg/m³,2016-02-25T05:00:00Z
92.0,pm25,µg/m³,2016-02-25T05:20:00Z
92.0,pm25,µg/m³,2016-02-25T05:40:00Z
92.0,pm25,µg/m³,2016-02-25T06:00:00Z
78.0,pm25,µg/m³,2016-02-25T06:20:00Z
78.0,pm25,µg/m³,2016-02-25T06:40:00Z
78.0,pm25,µg/m³,2016-02-25T07:00:00Z
71.0,pm25,µg/m³,2016-02-25T07:20:00Z
71.0,pm25,µg/m³,2016-02-25T07:45:00Z
71.0,pm25,µg/m³,2016-02-25T08:00:00Z
48.0,pm25,µg/m³,2016-02-25T08:20:00Z
48.0,pm25,µg/m³,2016-02-25T08:40:00Z
48.0,pm25,µg/m³,2016-02-25T09:00:00Z
62.0,pm25,µg/m³,2016-02-25T09:20:00Z
62.0,pm25,µg/m³,2016-02-25T09:40:00Z
62.0,pm25,µg/m³,2016-02-25T10:00:00Z
70.0,pm25,µg/m³,2016-02-25T10:20:00Z
70.0,pm25,µg/m³,2016-02-25T10:40:00Z
70.0,pm25,µg/m³,2016-02-25T11:00:00Z
80.0,pm25,µg/m³,2016-02-25T11:25:00Z
80.0,pm25,µg/m³,2016-02-25T11:40:00Z
80.0,pm25,µg/m³,2016-02-25T12:00:00Z
59.0,pm25,µg/m³,2016-02-25T12:40:00Z
59.0,pm25,µg/m³,2016-02-25T13:00:00Z
55.0,pm25,µg/m³,2016-02-25T13:20:00Z
55.0,pm25,µg/m³,2016-02-25T13:40:00Z
55.0,pm25,µg/m³,2016-02-25T14:00:00Z
80.0,pm25,µg/m³,2016-02-25T14:25:00Z
80.0,pm25,µg/m³,2016-02-25T14:40:00Z
80.0,pm25,µg/m³,2016-02-25T15:05:00Z
181.0,pm25,µg/m³,2016-02-25T17:40:00Z
181.0,pm25,µg/m³,2016-02-25T18:05:00Z
142.0,pm25,µg/m³,2016-02-25T19:20:00Z
129.0,pm25,µg/m³,2016-02-25T20:20:00Z
110.0,pm25,µg/m³,2016-02-25T21:20:00Z
110.0,pm25,µg/m³,2016-02-25T22:10:00Z
103.0,pm25,µg/m³,2016-02-25T22:20:00Z
103.0,pm25,µg/m³,2016-02-25T22:40:00Z
103.0,pm25,µg/m³,2016-02-25T23:00:00Z
140.0,pm25,µg/m³,2016-02-25T23:20:00Z
140.0,pm25,µg/m³,2016-02-25T23:40:00Z
140.0,pm25,µg/m³,2016-02-25T23:55:00Z
161.0,pm25,µg/m³,2016-02-26T00:20:00Z
161.0,pm25,µg/m³,2016-02-26T00:45:00Z
161.0,pm25,µg/m³,2016-02-26T01:00:00Z
153.0,pm25,µg/m³,2016-02-26T01:25:00Z
153.0,pm25,µg/m³,2016-02-26T01:40:00Z
153.0,pm25,µg/m³,2016-02-26T02:00:00Z
189.0,pm25,µg/m³,2016-02-26T03:20:00Z
189.0,pm25,µg/m³,2016-02-26T03:40:00Z
189.0,pm25,µg/m³,2016-02-26T04:05:00Z
137.0,pm25,µg/m³,2016-02-26T04:25:00Z
137.0,pm25,µg/m³,2016-02-26T04:40:00Z
137.0,pm25,µg/m³,2016-02-26T05:05:00Z
110.0,pm25,µg/m³,2016-02-26T05:20:00Z
110.0,pm25,µg/m³,2016-02-26T05:40:00Z
110.0,pm25,µg/m³,2016-02-26T06:05:00Z
87.0,pm25,µg/m³,2016-02-26T06:20:00Z
87.0,pm25,µg/m³,2016-02-26T06:40:00Z
87.0,pm25,µg/m³,2016-02-26T07:05:00Z
74.0,pm25,µg/m³,2016-02-26T07:25:00Z
74.0,pm25,µg/m³,2016-02-26T07:40:00Z
74.0,pm25,µg/m³,2016-02-26T08:05:00Z
49.0,pm25,µg/m³,2016-02-26T08:20:00Z
49.0,pm25,µg/m³,2016-02-26T08:40:00Z
49.0,pm25,µg/m³,2016-02-26T09:05:00Z
52.0,pm25,µg/m³,2016-02-26T09:20:00Z
52.0,pm25,µg/m³,2016-02-26T09:40:00Z
52.0,pm25,µg/m³,2016-02-26T10:00:00Z
73.0,pm25,µg/m³,2016-02-26T10:20:00Z
73.0,pm25,µg/m³,2016-02-26T10:40:00Z
73.0,pm25,µg/m³,2016-02-26T11:05:00Z
87.0,pm25,µg/m³,2016-02-26T11:20:00Z
87.0,pm25,µg/m³,2016-02-26T11:40:00Z
79.0,pm25,µg/m³,2016-02-26T12:40:00Z
102.0,pm25,µg/m³,2016-02-26T13:20:00Z
102.0,pm25,µg/m³,2016-02-26T13:40:00Z
102.0,pm25,µg/m³,2016-02-26T14:05:00Z
92.0,pm25,µg/m³,2016-02-27T08:20:00Z
92.0,pm25,µg/m³,2016-02-27T08:40:00Z
92.0,pm25,µg/m³,2016-02-27T09:05:00Z
90.0,pm25,µg/m³,2016-02-27T09:20:00Z
90.0,pm25,µg/m³,2016-02-27T09:40:00Z
90.0,pm25,µg/m³,2016-02-27T10:00:00Z
86.0,pm25,µg/m³,2016-02-27T10:20:00Z
86.0,pm25,µg/m³,2016-02-27T10:45:00Z
86.0,pm25,µg/m³,2016-02-27T11:05:00Z
95.0,pm25,µg/m³,2016-02-27T11:20:00Z
95.0,pm25,µg/m³,2016-02-27T11:40:00Z
95.0,pm25,µg/m³,2016-02-27T12:05:00Z
83.0,pm25,µg/m³,2016-02-27T12:20:00Z
83.0,pm25,µg/m³,2016-02-27T12:40:00Z
83.0,pm25,µg/m³,2016-02-27T13:00:00Z
87.0,pm25,µg/m³,2016-02-27T13:20:00Z
87.0,pm25,µg/m³,2016-02-27T13:45:00Z
87.0,pm25,µg/m³,2016-02-27T14:05:00Z
204.0,pm25,µg/m³,2016-02-29T04:25:00Z
204.0,pm25,µg/m³,2016-02-29T04:45:00Z
204.0,pm25,µg/m³,2016-02-29T04:55:00Z
112.0,pm25,µg/m³,2016-02-29T06:15:00Z
72.0,pm25,µg/m³,2016-02-29T07:45:00Z
72.0,pm25,µg/m³,2016-02-29T08:05:00Z
64.0,pm25,µg/m³,2016-02-29T08:25:00Z
64.0,pm25,µg/m³,2016-02-29T08:45:00Z
64.0,pm25,µg/m³,2016-02-29T09:05:00Z
96.0,pm25,µg/m³,2016-02-29T09:25:00Z
96.0,pm25,µg/m³,2016-02-29T09:35:00Z
291.0,pm25,µg/m³,2016-03-01T02:25:00Z
291.0,pm25,µg/m³,2016-03-01T02:45:00Z
291.0,pm25,µg/m³,2016-03-01T03:05:00Z
263.0,pm25,µg/m³,2016-03-01T03:25:00Z
263.0,pm25,µg/m³,2016-03-01T03:45:00Z
263.0,pm25,µg/m³,2016-03-01T04:05:00Z
202.0,pm25,µg/m³,2016-03-01T04:25:00Z
202.0,pm25,µg/m³,2016-03-01T04:45:00Z
202.0,pm25,µg/m³,2016-03-01T05:05:00Z
138.0,pm25,µg/m³,2016-03-01T05:25:00Z
138.0,pm25,µg/m³,2016-03-01T05:45:00Z
138.0,pm25,µg/m³,2016-03-01T06:05:00Z
123.0,pm25,µg/m³,2016-03-01T06:25:00Z
123.0,pm25,µg/m³,2016-03-01T06:45:00Z
93.0,pm25,µg/m³,2016-03-01T07:25:00Z
120.0,pm25,µg/m³,2016-03-01T09:05:00Z
98.0,pm25,µg/m³,2016-03-01T09:25:00Z
98.0,pm25,µg/m³,2016-03-01T09:45:00Z
98.0,pm25,µg/m³,2016-03-01T10:05:00Z
121.0,pm25,µg/m³,2016-03-01T10:25:00Z
121.0,pm25,µg/m³,2016-03-01T10:45:00Z
121.0,pm25,µg/m³,2016-03-01T11:05:00Z
177.0,pm25,µg/m³,2016-03-01T11:25:00Z
177.0,pm25,µg/m³,2016-03-01T11:45:00Z
177.0,pm25,µg/m³,2016-03-01T12:05:00Z
114.0,pm25,µg/m³,2016-03-01T12:25:00Z
114.0,pm25,µg/m³,2016-03-01T12:45:00Z
114.0,pm25,µg/m³,2016-03-01T13:05:00Z
125.0,pm25,µg/m³,2016-03-01T13:20:00Z
125.0,pm25,µg/m³,2016-03-01T13:45:00Z
125.0,pm25,µg/m³,2016-03-01T14:05:00Z
238.0,pm25,µg/m³,2016-03-01T14:25:00Z
238.0,pm25,µg/m³,2016-03-01T14:45:00Z
238.0,pm25,µg/m³,2016-03-01T15:05:00Z
292.0,pm25,µg/m³,2016-03-01T15:25:00Z
292.0,pm25,µg/m³,2016-03-01T15:45:00Z
292.0,pm25,µg/m³,2016-03-01T16:05:00Z
279.0,pm25,µg/m³,2016-03-01T16:25:00Z
279.0,pm25,µg/m³,2016-03-01T16:45:00Z
279.0,pm25,µg/m³,2016-03-01T17:05:00Z
292.0,pm25,µg/m³,2016-03-01T17:25:00Z
292.0,pm25,µg/m³,2016-03-01T17:45:00Z
292.0,pm25,µg/m³,2016-03-01T18:05:00Z
254.0,pm25,µg/m³,2016-03-01T18:25:00Z
254.0,pm25,µg/m³,2016-03-01T18:45:00Z
254.0,pm25,µg/m³,2016-03-01T19:05:00Z
259.0,pm25,µg/m³,2016-03-01T19:25:00Z
259.0,pm25,µg/m³,2016-03-01T19:45:00Z
259.0,pm25,µg/m³,2016-03-01T20:05:00Z
203.0,pm25,µg/m³,2016-03-01T20:25:00Z
203.0,pm25,µg/m³,2016-03-01T20:45:00Z
203.0,pm25,µg/m³,2016-03-01T21:05:00Z
193.0,pm25,µg/m³,2016-03-01T21:25:00Z
193.0,pm25,µg/m³,2016-03-01T21:45:00Z
193.0,pm25,µg/m³,2016-03-01T22:05:00Z
182.0,pm25,µg/m³,2016-03-01T22:25:00Z
182.0,pm25,µg/m³,2016-03-01T22:45:00Z
182.0,pm25,µg/m³,2016-03-01T23:05:00Z
180.0,pm25,µg/m³,2016-03-01T23:25:00Z
180.0,pm25,µg/m³,2016-03-01T23:45:00Z
180.0,pm25,µg/m³,2016-03-02T00:05:00Z
164.0,pm25,µg/m³,2016-03-02T00:25:00Z
164.0,pm25,µg/m³,2016-03-02T00:45:00Z
164.0,pm25,µg/m³,2016-03-02T01:05:00Z
216.0,pm25,µg/m³,2016-03-02T01:25:00Z
216.0,pm25,µg/m³,2016-03-02T01:45:00Z
216.0,pm25,µg/m³,2016-03-02T02:05:00Z
560.0,pm25,µg/m³,2016-03-02T02:25:00Z
560.0,pm25,µg/m³,2016-03-02T02:45:00Z
560.0,pm25,µg/m³,2016-03-02T02:50:00Z
301.0,pm25,µg/m³,2016-03-02T03:25:00Z
301.0,pm25,µg/m³,2016-03-02T03:45:00Z
301.0,pm25,µg/m³,2016-03-02T04:05:00Z
218.0,pm25,µg/m³,2016-03-02T04:25:00Z
218.0,pm25,µg/m³,2016-03-02T04:45:00Z
218.0,pm25,µg/m³,2016-03-02T05:05:00Z
144.0,pm25,µg/m³,2016-03-02T05:25:00Z
144.0,pm25,µg/m³,2016-03-02T05:45:00Z
144.0,pm25,µg/m³,2016-03-02T06:05:00Z
113.0,pm25,µg/m³,2016-03-02T06:25:00Z
